Vocab size: 65,536
num_layers: 20
model_dim: 1280
num_heads: 10
num_kv_heads: 10
Tokens / micro-batch / rank: 32 x 2048 = 65,536
Tokens / micro-batch: 65,536
Total batch size 524,288 => gradient accumulation steps: 8
Number of parameters: 560,988,160
Estimated FLOPs per token: 3.491758e+09
Calculated number of iterations from target data:param ratio: 21,400
Total number of training tokens: 11,219,763,200
Tokens : Params ratio: 20.00
Total training FLOPs estimate: 3.917670e+19
Scaling the LR for the AdamW parameters ∝1/√(1280/768) = 0.774597
Muon: Grouping 80 params of shape torch.Size([1280, 1280]), device cuda:0, dtype torch.float32
Muon: Grouping 20 params of shape torch.Size([1280, 5120]), device cuda:0, dtype torch.float32
Muon: Grouping 20 params of shape torch.Size([5120, 1280]), device cuda:0, dtype torch.float32
Step 00000 | Validation bpb: 3.3018
step 00000/21400 (0.00%) | loss: 11.090355 | grad norm: 0.4316 | lrm: 1.00 | dt: 44630.15ms | tok/sec: 11,747 | mfu: 4.15 | total time: 0.00m
step 00297/21400 (1.39%) | loss: 3.921003 | grad norm: 0.2446 | lrm: 1.00 | dt: 5098.82ms | tok/sec: 102,825 | mfu: 36.30 | total time: 24.61m
step 00298/21400 (1.39%) | loss: 3.926022 | grad norm: 0.2952 | lrm: 1.00 | dt: 5144.18ms | tok/sec: 101,918 | mfu: 35.98 | total time: 24.70m
step 00299/21400 (1.40%) | loss: 3.922770 | grad norm: 0.3052 | lrm: 1.00 | dt: 5130.00ms | tok/sec: 102,200 | mfu: 36.08 | total time: 24.78m
step 00300/21400 (1.40%) | loss: 3.923381 | grad norm: 0.3037 | lrm: 1.00 | dt: 5097.60ms | tok/sec: 102,849 | mfu: 36.31 | total time: 24.87m
step 00301/21400 (1.41%) | loss: 3.932189 | grad norm: 0.2837 | lrm: 1.00 | dt: 5089.31ms | tok/sec: 103,017 | mfu: 36.37 | total time: 24.95m
step 00302/21400 (1.41%) | loss: 3.928678 | grad norm: 0.2797 | lrm: 1.00 | dt: 5091.84ms | tok/sec: 102,966 | mfu: 36.35 | total time: 25.04m
step 00303/21400 (1.42%) | loss: 3.931558 | grad norm: 0.2619 | lrm: 1.00 | dt: 5089.16ms | tok/sec: 103,020 | mfu: 36.37 | total time: 25.12m
step 00304/21400 (1.42%) | loss: 3.917119 | grad norm: 0.2657 | lrm: 1.00 | dt: 5098.48ms | tok/sec: 102,832 | mfu: 36.31 | total time: 25.21m
step 00305/21400 (1.43%) | loss: 3.915030 | grad norm: 0.2938 | lrm: 1.00 | dt: 5095.27ms | tok/sec: 102,897 | mfu: 36.33 | total time: 25.29m
step 00306/21400 (1.43%) | loss: 3.901838 | grad norm: 0.2507 | lrm: 1.00 | dt: 5146.75ms | tok/sec: 101,867 | mfu: 35.97 | total time: 25.38m
step 00307/21400 (1.43%) | loss: 3.901423 | grad norm: 0.2552 | lrm: 1.00 | dt: 5123.01ms | tok/sec: 102,339 | mfu: 36.13 | total time: 25.46m
step 00308/21400 (1.44%) | loss: 3.890487 | grad norm: 0.2717 | lrm: 1.00 | dt: 5093.72ms | tok/sec: 102,928 | mfu: 36.34 | total time: 25.55m
step 00309/21400 (1.44%) | loss: 3.887958 | grad norm: 0.2413 | lrm: 1.00 | dt: 5094.11ms | tok/sec: 102,920 | mfu: 36.34 | total time: 25.63m
step 00310/21400 (1.45%) | loss: 3.873680 | grad norm: 0.2298 | lrm: 1.00 | dt: 5138.36ms | tok/sec: 102,034 | mfu: 36.02 | total time: 25.72m
step 00311/21400 (1.45%) | loss: 3.867441 | grad norm: 0.2650 | lrm: 1.00 | dt: 5130.75ms | tok/sec: 102,185 | mfu: 36.08 | total time: 25.80m
step 00312/21400 (1.46%) | loss: 3.870742 | grad norm: 0.3057 | lrm: 1.00 | dt: 5084.07ms | tok/sec: 103,123 | mfu: 36.41 | total time: 25.89m
step 00313/21400 (1.46%) | loss: 3.885826 | grad norm: 0.3796 | lrm: 1.00 | dt: 5088.25ms | tok/sec: 103,038 | mfu: 36.38 | total time: 25.97m
step 00314/21400 (1.47%) | loss: 3.883522 | grad norm: 0.2122 | lrm: 1.00 | dt: 5107.09ms | tok/sec: 102,658 | mfu: 36.24 | total time: 26.06m
step 00315/21400 (1.47%) | loss: 3.881429 | grad norm: 0.2606 | lrm: 1.00 | dt: 5127.40ms | tok/sec: 102,252 | mfu: 36.10 | total time: 26.14m
step 00316/21400 (1.48%) | loss: 3.871883 | grad norm: 0.2632 | lrm: 1.00 | dt: 5088.83ms | tok/sec: 103,027 | mfu: 36.37 | total time: 26.23m
step 00317/21400 (1.48%) | loss: 3.875875 | grad norm: 0.2571 | lrm: 1.00 | dt: 5096.70ms | tok/sec: 102,868 | mfu: 36.32 | total time: 26.31m
step 00318/21400 (1.49%) | loss: 3.872625 | grad norm: 0.2761 | lrm: 1.00 | dt: 5093.50ms | tok/sec: 102,932 | mfu: 36.34 | total time: 26.40m
step 00319/21400 (1.49%) | loss: 3.878113 | grad norm: 0.2647 | lrm: 1.00 | dt: 5090.48ms | tok/sec: 102,993 | mfu: 36.36 | total time: 26.48m
step 00320/21400 (1.50%) | loss: 3.866718 | grad norm: 0.2517 | lrm: 1.00 | dt: 5094.87ms | tok/sec: 102,905 | mfu: 36.33 | total time: 26.57m
step 00321/21400 (1.50%) | loss: 3.867966 | grad norm: 0.2472 | lrm: 1.00 | dt: 5087.34ms | tok/sec: 103,057 | mfu: 36.39 | total time: 26.65m
step 00322/21400 (1.50%) | loss: 3.860489 | grad norm: 0.2644 | lrm: 1.00 | dt: 5153.63ms | tok/sec: 101,731 | mfu: 35.92 | total time: 26.74m
step 00323/21400 (1.51%) | loss: 3.858262 | grad norm: 0.2509 | lrm: 1.00 | dt: 5135.03ms | tok/sec: 102,100 | mfu: 36.05 | total time: 26.82m
step 00324/21400 (1.51%) | loss: 3.843186 | grad norm: 0.2542 | lrm: 1.00 | dt: 5084.13ms | tok/sec: 103,122 | mfu: 36.41 | total time: 26.91m
